Hypnotic Siren,최면 세이렌,부여마법 생물 — 세이렌,"권능 {5}{U}{U} #(이 카드의 권능 비용을 지불하고 발동하면, 이 카드는 생물에게 부여하는 마법진 주문이다. 이 카드는 생물에 부착되지 않은 상태가 되면 다시 생물이 된다.)#
비행
당신이 부여된 생물을 조종한다.
부여된 생물은 +1/+1을 받고 비행을 가진다."
Interpret the Signs,징조 해석,집중마법,"점술 3을 한 후, 당신의 서고 맨 위의 카드를 공개한다. 그 주문의 전환마나비용과 같은 수의 카드를 뽑는다. #(점술 3을 하려면, 당신의 서고 맨 위의 카드 세 장을 본다. 당신은 그 카드들 중 원하는 만큼을 당신의 서고 맨 밑에 놓고 나머지를 당신의 서고 맨 위에 원하는 순서대로 놓을 수 있다.)#"
"Iroas, God of Victory",승리의 신 이로아스,전설적 부여마법 생물 — 신,"무적
당신의 적백 신앙심이 7 미만인 한, 이로아스는 생물이 아니다.
당신이 조종하는 생물들은 두 개 이상의 생물에게만 방어될 수 있다.
당신이 조종하는 공격생물들이 입으려고 하는 모든 피해를 방지한다."
"Keranos, God of Storms",폭풍의 신 케레노스,전설적 부여마법 생물 — 신,"무적
당신의 청적 신앙심이 7 미만인 한, 케레노스는 생물이 아니다.
당신이 매 턴마다 뽑는 첫 카드를 공개한다. 당신이 이런 식으로 대지 카드를 공개할 때마다, 카드 한 장을 뽑는다. 당신이 이런 식으로 대지가 아닌 카드를 공개할 때마다, 생물 또는 플레이어를 목표로 정한다. 케레노스는 그 목표에게 피해 3점을 입힌다."
"King Macar, the Gold-Cursed",황금의 저주를 받은 왕 마카르,전설적 생물 — 인간,"영감 — 황금의 저주를 받은 왕 마카르가 언탭될 때마다, 생물을 목표로 정한다. 당신은 그 생물을 추방할 수 있다. 그렇게 하면, 이름이 금인 무색 마법물체 토큰 한 개를 전장에 놓는다. 그 마법물체는 ""이 마법물체를 희생한다: 당신의 마나풀에 원하는 색의 마나 한 개를 담는다.""라는 능력을 가진다."
Kiora's Dismissal,키오라의 일축,순간마법,"분투 — 키오라의 일축은 한 개를 초과하는 목표의 수만큼 발동하는 데 {U}씩 비용이 더 든다.
부여마법을 원하는 수만큼 목표로 정한다. 그 부여마법들을 소유자의 손으로 되돌린다."
Knowledge and Power,지식과 힘,부여마법,"당신이 점술을 할 때마다, 당신은 {2}를 지불할 수 있다. 그렇게 하면, 생물 또는 플레이어를 목표로 정한다. 지식과 힘은 그 목표에게 피해 2점을 입힌다."
"Kruphix, God of Horizons",지평선의 신 크루픽스,전설적 부여마법 생물 — 신,"무적
당신의 녹청 신앙심이 7 미만인 한, 크루픽스는 생물이 아니다.
당신의 손은 크기 제한이 없다.
당신의 마나풀에 남아있는 마나가 비워지려고 하면, 그 마나는 대신에 무색 마나가 된다."
Kruphix's Insight,크루픽스의 지혜,집중마법,당신의 서고 맨 위의 카드 여섯 장을 공개한다. 이렇게 공개된 카드 중 부여마법 카드를 최대 세 장까지 당신의 손으로 가져가고 나머지 카드들은 당신의 무덤에 넣는다.
Lagonna-Band Trailblazer,라곤나 무리 개척자,생물 — 켄타우로스 정찰병,"영웅 — 당신이 라곤나 무리 개척자를 목표로 주문을 발동할 때마다, 라곤나 무리 개척자에 +1/+1 카운터 한 개를 올려놓는다."
Launch the Fleet,함대 출진,집중마법,"분투 — 함대 출진은 한 개를 초과하는 목표의 수만큼 발동하는 데 {1}씩 비용이 더 든다.
생물을 원하는 수만큼 목표로 정한다. 턴종료까지, 그 생물들은 각각 '이 생물이 공격할 때마다, 1/1 백색 병사 생물 토큰 한 개를 탭되어서 공격하고 있는 채로 전장에 놓는다'를 얻는다."
Leonin Iconoclast,레오닌 우상파괴자,생물 — 고양이 수도승,"영웅 — 당신이 레오닌 우상파괴자를 목표로 주문을 발동할 때마다, 상대가 조종하는 부여마법 생물을 목표로 정한다. 그 생물을 파괴한다."
Lightning Diadem,번개 왕관,부여마법 — 마법진,"생물에게 부여
번개 왕관이 전장에 들어올 때, 생물 또는 플레이어를 목표로 정한다. 번개 왕관은 그 목표에게 피해 2점을 입힌다.
부여된 생물은 +2/+2를 받는다."
Magma Spray,용암 분사,순간마법,"생물 한 개를 목표로 정한다. 용암 분사는 그 생물에 피해 2점을 입힌다. 그 생물이 이 턴에 죽게 된다면, 대신 추방한다."
Mana Confluence,마나 합류점,대지,"{T}, 생명 1점을 지불한다: 당신의 마나풀에 원하는 색의 마나 한 개를 담는다."
Market Festival,시장 축제,부여마법 — 마법진,"대지에 부여
부여된 대지가 마나를 얻기 위해 탭될 때마다, 그 조종자는 그 대지가 원래 생산하는 마나에 추가로 원하는 색 조합의 마나 두 개를 자신의 마나풀에 담는다."
Master of the Feast,축제의 달인,부여마법 생물 — 악마,"비행
당신의 유지단 시작에, 각 상대는 카드 한 장을 뽑는다."
Mogis's Warhound,모기스의 투견,부여마법 생물 — 사냥개,"권능 {2}{R} #(이 카드의 권능 비용을 지불하고 발동하면, 이 카드는 생물에게 부여하는 마법진 주문이다. 이 카드는 생물에 부착되지 않은 상태가 되면 다시 생물이 된다.)#
모기스의 투견은 가능하면 매 턴마다 공격한다.
부여된 생물은 +2/+2를 받고 가능하면 매 턴마다 공격한다."
Mortal Obstinacy,필멸자의 끈기,부여마법 — 마법진,"자신이 조종하는 생물에게 부여
부여된 생물은 +1/+1을 받는다.
부여된 생물이 플레이어에게 전투피해를 입힐 때마다, 당신은 필멸자의 끈기를 희생할 수 있다. 그렇게 하면, 부여마법을 목표로 정한다. 그 부여마법을 파괴한다."
Nature's Panoply,자연의 집합,순간마법,"분투 — 자연의 집합은 한 개를 초과하는 목표의 수만큼 발동하는 데 {2}{G}씩 비용이 더 든다.
생물을 원하는 수만큼 목표로 정한다. 목표로 정한 각 생물에 +1/+1 카운터 한 개를 올려놓는다."
Nessian Game Warden,네시안 숲 금렵구 관리자,생물 — 야수,"네시안 숲 금렵구 관리자가 전장에 들어올 때, 당신의 서고 맨 위의 카드X장을 본다. X는 당신이 조종하는 숲의 수이다. 당신은 그 중에서 생물 카드 한 장을 공개하고 당신의 손으로 가져갈 수 있다. 나머지 카드들은 당신이 원하는 순서로 당신의 서고 맨 밑에 놓는다."
Nightmarish End,악몽 같은 최후,순간마법,생물을 목표로 정한다. 그 생물은 턴 종료까지 -X/-X를 받는다. X는 당신의 손에 있는 카드 수이다.
Nyx Infusion,닉스 주입,부여마법 — 마법진,"생물에게 부여
부여된 생물은 부여마법인 한 +2/+2를 얻는다. 아니라면, -2/-2를 얻는다."
Nyx Weaver,닉스 방직공,부여마법 생물 — 거미,"대공
당신의 유지단 시작에, 당신의 서고 맨 위의 카드 두 장을 당신의 무덤에 넣는다.
{1}{B}{G} 닉스 방직공을 추방한다: 당신의 무덤에 있는 카드를 목표로 정한다. 그 카드를 당신의 손으로 되돌린다."
Nyx-Fleece Ram,닉스 양털 산양,부여마법 생물 — 양,"당신의 유지단 시작에, 당신은 생명 1점을 얻는다."
Oakheart Dryads,참나무심장 드라이어드,부여마법 생물 — 님프 드라이어드,"성좌 — 참나무심장 드라이어드나 다른 부여마법이 당신의 조종 하에 전장에 들어올 때마다, 생물을 목표로 정한다. 그 생물은 턴종료까지 +1/+1을 받는다."
Oppressive Rays,숨막히는 광선,부여마법 — 마법진,"생물에게 부여
부여된 생물은 그 생물의 조종자가 {3}을 지불하지 않는 한 공격하거나 방어할 수 없다.
부여된 생물의 활성화 능력은 활성화하는 데 {3}이 더 든다."
Oreskos Swiftclaw,빠른발톱 오레스코스,생물 — 고양이 전사,
Pensive Minotaur,고민하는 미노타우로스,생물 — 미노타우로스 전사,
Phalanx Formation,팔랑크스 대형,순간마법,"분투 — 팔랑크스 대형은 한 개를 초과하는 목표의 수만큼 발동하는 데 {1}{W}씩 비용이 더 든다.
생물을 원하는 수만큼 목표로 정한다. 그 생물들은 턴종료까지 각각 이단공격을 얻는다. #(그 생물들은 선제공격 전투피해와 일반 전투피해를 둘 다 입힌다.)#"
"Pharika, God of Affliction",고통의 신 파리카,전설적 부여마법 생물 — 신,"무적
당신의 흑녹 신앙심이 7 미만인 한, 파리카는 생물이 아니다.
{B}{G}: 무덤에 있는 생물 카드를 목표로 정한다. 그 카드를 추방한다. 그 카드의 소유자는 치명타 능력을 가진 1/1 흑색 및 녹색 뱀 부여마법 생물 토큰 한 개를 전장에 놓는다."
Pharika's Chosen,파리카의 정예병,생물 — 뱀,치명타 #(이 생물에게 피해를 입은 생물은 피해의 양에 상관없이 파괴된다.)#
Pheres-Band Thunderhoof,피레스 무리 천둥발굽,생물 — 켄타우로스 전사,"영웅 — 당신이 피레스 무리 천둥발굽을 목표로 주문을 발동할 때마다, 피레스 무리 천둥발굽에 +1/+1 카운터 두 개를 올려놓는다."
Pheres-Band Warchief,피레스 무리 대족장,생물 — 켄타우로스 전사,"경계, 돌진
당신이 조종하는 다른 켄타우로스 생물들은 +1/+1을 받고 경계와 돌진을 가진다."
Pin to the Earth,땅에 고정시키다,부여마법 — 마법진,"생물에게 부여
부여된 생물은 -6/-0을 받는다."
Polymorphous Rush,변이하는 돌진,순간마법,"분투 — 변이하는 돌진은 한 개를 초과하는 목표의 수만큼 발동하는데 {1}{U}씩 비용이 더 든다.
전장에 있는 생물 하나를 선택한다. 당신이 조종하는 생물을 원하는 수만큼 목표로 정한다. 그 생물들은 턴종료까지 선택한 생물의 복사본이 된다."
Prophetic Flamespeaker,예언하는 화염술사,생물 — 인간 주술사,"이단공격, 돌진
예언하는 화염술사가 플레이어에게 전투피해를 입힐 때마다, 당신의 서고 맨 위의 카드 한 장을 추방한다. 당신은 이 턴에 그 카드를 플레이할 수 있다."
Pull from the Deep,심연에서 끌어당기다,집중마법,순간마법 카드 최대 한 장과 집중마법 카드 최대 한 장을 목표로 정한다. 그 카드들을 당신의 무덤에서 손으로 되돌린다. 심연에서 끌어당기다를 추방한다.
Quarry Colossus,채석장 거인,생물 — 거인,"채석장 거인이 전장에 들어올 때, 생물을 목표로 정한다. 그 생물을 소유자의 서고 맨 위에서 X장째의 카드 아래에 놓는다. X는 당신이 조종하는 들의 수와 같다."
Ravenous Leucrocota,굶주린 류크로코타,생물 — 야수,"경계
{6}{G}: 괴수화 3. #(이 생물이 괴수화하지 않았다면, 이 생물에 +1/+1 카운터 세 개를 올려놓는다. 이 생물은 괴수화한다.)#"
Renowned Weaver,유명한 방직공,생물 — 인간 주술사,"{1}{G}, 유명한 방직공을 희생한다: 대공을 가진 1/3 녹색 거미 부여마법 생물 토큰 한 개를 전장에 놓는다. #(그 생물은 비행을 가진 생물을 방어할 수 있다.)#"
Reprisal,보복,순간마법,공격력이 4 이상인 생물을 목표로 정한다. 그 생물을 파괴한다. 그 생물은 재생될 수 없다.
Returned Reveler,되살아난 난봉꾼,생물 — 좀비 사티로스,"되살아난 난봉꾼이 죽을 때, 각 플레이어는 자신의 서고 맨 위의 카드 세 장을 자신의 무덤에 넣는다."
Revel of the Fallen God,몰락한 신의 축제,집중마법,신속 능력을 가진 적색이며 녹색인 2/2 사티로스 생물 토큰 네 개를 전장에 놓는다.
Reviving Melody,부활의 선율,집중마법,하나 또는 둘 다를 선택한다 — 당신의 무덤에 있는 생물 카드를 목표로 정한다. 그 카드를 당신의 손으로 되돌린다; 그리고/또는 당신의 무덤에 있는 부여마법 카드를 목표로 정한다. 그 카드를 당신의 손으로 되돌린다.
Riddle of Lightning,번개의 수수께끼,순간마법,"생물 또는 플레이어를 목표로 정한다. 점술 3을 한 후, 당신의 서고 맨 위의 카드를 공개한다. 번개의 수수께끼는 그 생물이나 플레이어에게 그 카드의 전환마나비용 만큼의 피해를 입힌다. #(점술 3을 하려면, 당신의 서고 맨 위의 카드 세 장을 본다. 당신은 그 카드들 중 원하는 만큼을 당신의 서고 맨 밑에 놓고 나머지를 당신의 서고 맨 위에 원하는 순서대로 놓을 수 있다.)#"
Riptide Chimera,역조 키메라,부여마법 생물 — 키메라,"비행
당신의 유지단 시작에, 당신이 조종하는 부여마법 한 개를 소유자의 손으로 되돌린다."
Rise of Eagles,독수리의 비상,집중마법,비행 능력을 가진 2/2 청색 조류 부여마법 생물 토큰 두 개를 전장에 놓는다. 점술 1. #(당신의 서고 맨 위의 카드 한 장을 본다. 당신은 그 카드를 당신의 서고 맨 밑에 놓을 수 있다.)#
Ritual of the Returned,되살아난 자들의 의식,순간마법,당신의 무덤에 있는 생물 카드를 목표로 정한다. 그 카드를 추방한다. 흑색 좀비 생물 토큰 한 개를 전장에 놓는다. 토큰의 공격력은 추방한 카드의 공격력과 같고 방어력은 추방한 카드의 방어력과 같다.
Rollick of Abandon,방종의 날뜀,집중마법,모든 생물은 턴종료까지 +2/-2를 받는다.
Rotted Hulk,썩은 거대괴물,생물 — 정령,
Rouse the Mob,군중 선동,순간마법,"분투 — 군중 선동은 한 개를 초과하는 목표의 수만큼 발동하는 데 {2}{R}씩 비용이 더 든다.
생물을 원하는 수만큼 목표로 정한다. 그 생물들은 턴종료까지 각각 +2/+0을 받고 돌진을 얻는다."
Sage of Hours,시간의 현자,생물 — 인간 마법사,"영웅 — 당신이 시간의 현자를 목표로 주문을 발동할 때마다, 시간의 현자에 +1/+1 카운터 한 개를 올려놓는다.
시간의 현자에서 모든 +1/+1 카운터를 제거한다: 이렇게 제거한 카운터 5개마다, 이번 턴 이후에 추가로 한 턴을 얻는다."
